Facility ID,Location ID,Facility Type (Display Name),Permit,FacilityType,Facility Rating,Asset Name
34224,1000,Playground,,Playground Site,,NORTH KIPLING PARK - Playground
3167,1002,Outdoor Bocce Court,,Outdoor Bocce Court,,HABITANT PARK - Outdoor Bocce Court (  1)
3168,1002,Outdoor Bocce Court,,Outdoor Bocce Court,,HABITANT PARK - Outdoor Bocce Court (  2)
32327,1002,Parking Lot,,Outdoor Parking Lot,,HABITANT PARK - Parking Lot
17662,1003,Ball Diamond,sport,Baseball Diamond Field - C,C,ACACIA PARK - Baseball Diamond Field
33772,1003,Playground,,Playground Site,,ACACIA PARK - Playground
2160,1004,Drinking Fountain,,Drinking Fountain,,LOUISE RUSSO PARK - Drinking Fountain
2953,1004,Outdoor Bocce Court,,Outdoor Bocce Court,,LOUISE RUSSO PARK - Outdoor Bocce Court (  1)
2954,1004,Outdoor Bocce Court,,Outdoor Bocce Court,,LOUISE RUSSO PARK - Outdoor Bocce Court (  2)
33787,1004,Playground,,Playground Site,,LOUISE RUSSO PARK - Playground
34268,1006,Playground,,Playground Site,,PRIMULA PARKETTE - Playground
3276,1007,Outdoor Basketball Court,,Basketball Court,,FAIRHAVEN PARK - Basketball Court
34059,1007,Playground,,Playground Site,,FAIRHAVEN PARK - Playground
4481,1007,Wading Pool,,Wading Pool,,FAIRHAVEN PARK - Wading Pool
34147,1008,Playground,,Playground Site,,WILLOWRIDGE PARK - Playground
2416,1009,Drinking Fountain,,Drinking Fountain,,CHESTNUT HILLS PARK - Drinking Fountain
34406,1009,Playground,,Playground Site,,CHESTNUT HILLS PARK - Playground
34036,1010,Playground,,Playground Site,,EDEN VALLEY PARK - Playground
34461,1011,Playground,,Playground Site,,GREEN MEADOWS PARK - Playground
3113,1012,Outdoor Tennis Court,,Outdoor Tennis Court,,HUMBER VALLEY PARK - Outdoor Tennis Court (  1)
3114,1012,Outdoor Tennis Court,,Outdoor Tennis Court,,HUMBER VALLEY PARK - Outdoor Tennis Court (  2)
3115,1012,Outdoor Tennis Court,,Outdoor Tennis Court,,HUMBER VALLEY PARK - Outdoor Tennis Court (  3)
3116,1012,Outdoor Tennis Court,,Outdoor Tennis Court,,HUMBER VALLEY PARK - Outdoor Tennis Court (  4)
32361,1012,Parking Lot,,Outdoor Parking Lot,,HUMBER VALLEY PARK - Parking Lot
34503,1012,Playground,,Playground Site,,HUMBER VALLEY PARK - Playground
34279,1014,Playground,,Playground Site,,THIRTY-EIGHTH STREET PARK - Playground
34368,1016,Playground,,Playground Site,,BROOKS ROAD PARK - Playground
2732,1017,Drinking Fountain,,Drinking Fountain,,NATAL PARK - Drinking Fountain
34213,1017,Playground,,Playground Site,,NATAL PARK - Playground
40483,1017,Bike Trail,,Bike Trail,,NATAL PARK TRAIL (  2)
40484,1017,Bike Trail,,Bike Trail,,NATAL PARK TRAIL (  3)
40485,1017,Bike Trail,,Bike Trail,,NATAL PARK TRAIL (  4)
40486,1017,Bike Trail,,Bike Trail,,NATAL PARK TRAIL (  5)
34252,1018,Playground,,Playground Site,,PETER SECOR PARK - Playground
47905,1020,Multipurpose Room,room,Room - B,B,RIVERLEA ITALIAN SENIORS' CENTRE - Multipurpose Room
2571,1021,Drinking Fountain,,Drinking Fountain,,SUNNYLEA PARK - Drinking Fountain
3664,1021,Outdoor Tennis Court,,Outdoor Tennis Court,,SUNNYLEA PARK - Outdoor Tennis Court (  1)
3665,1021,Outdoor Tennis Court,,Outdoor Tennis Court,,SUNNYLEA PARK - Outdoor Tennis Court (  2)
33870,1021,Playground,,Playground Site,,SUNNYLEA PARK - Playground
5028,1021,Wading Pool,,Wading Pool,,SUNNYLEA PARK - Wading Pool
23467,1022,Bike Trail,,Bike Trail,,MEADOWVALE RD TRAIL
57384,1022,Pond,,Open Water,,ROUGE PARK - Open Water ( 1)
57385,1022,Pond,,Open Water,,ROUGE PARK - Open Water ( 2)
57386,1022,Pond,,Open Water,,ROUGE PARK - Open Water ( 3)
49541,1022,Parking Lot,,Outdoor Parking Lot,,ROUGE PARK - Parking Lot
23889,1022,Bike Trail,,Bike Trail,,ROUGE VALLEY PARK TRAIL
2483,1023,Drinking Fountain,,Drinking Fountain,,BAMBURGH PARK - Drinking Fountain
33972,1023,Playground,,Playground Site,,BAMBURGH PARK - Playground
18004,1023,Sport Field,sport,Soccer Field - C,C,BAMBURGH PARK - Soccer Field (  1)
18005,1023,Sport Field,sport,Soccer Field - C,C,BAMBURGH PARK - Soccer Field (  2)
23107,1023,Bike Trail,,Bike Trail,,L'AMOREAUX STEELES RECREATION TRAIL
17680,1025,Ball Diamond,sport,Baseball Diamond Field - C,C,BENNINGTON HEIGHTS PARK - Baseball Diamond Field
18523,1025,Drinking Fountain,,Drinking Fountain,,BENNINGTON HEIGHTS PARK - Drinking Fountain
3509,1025,Outdoor Tennis Court,,Outdoor Tennis Court,,BENNINGTON HEIGHTS PARK - Outdoor Tennis Court (  1)
3510,1025,Outdoor Tennis Court,,Outdoor Tennis Court,,BENNINGTON HEIGHTS PARK - Outdoor Tennis Court (  2)
33880,1025,Playground,,Playground Site,,BENNINGTON HEIGHTS PARK - Playground
29774,1025,Kitchen,room,Kitchen,,BENNINGTON HEIGHTS PARK CLUBHOUSE - Kitchen
2630,1026,Drinking Fountain,,Drinking Fountain,,SHEPPARD EAST PARK - Drinking Fountain
33927,1026,Playground,,Playground Site,,SHEPPARD EAST PARK - Playground
23026,1027,Bike Trail,,Bike Trail,,HUMBER RIVER RECREATIONAL TRAIL ( 47)
33941,1028,Playground,,Playground Site,,DANFORTH GARDENS PARK - Playground
17727,1028,Sport Field,sport,Soccer Field - C,C,DANFORTH GARDENS PARK - Soccer Field
3009,1029,Outdoor Tennis Court,,Outdoor Tennis Court,,LABURNHAM PARK - Outdoor Tennis Court (  1)
3010,1029,Outdoor Tennis Court,,Outdoor Tennis Court,,LABURNHAM PARK - Outdoor Tennis Court (  2)
34105,1029,Playground,,Playground Site,,LABURNHAM PARK - Playground E
42725,1029,Playground,,Playground Site,,LABURNHAM PARK - Playground W
33845,1030,Playground,,Playground Site,,SMITHWOOD PARK - Playground
33983,1032,Playground,,Playground Site,,BELL MANOR PARK - Playground
4834,1032,Splash Pad,,Splash/Spray Pad,,BELL MANOR PARK - Splash/Spray Pad
5422,1034,Picnic Shelter,picnic,Shelter,,MICHAEL POWER PARK - Picnic Shelter
34541,1034,Playground,,Playground Site,,MICHAEL POWER PARK - Playground
4030,1034,Splash Pad,,Splash/Spray Pad,,MICHAEL POWER PARK - Splash/Spray Pad
34462,1035,Playground,,Playground Site,,GREENBELT PARK - Playground
34250,1036,Playground,,Playground Site,,PEMBERTON PARKETTE - Playground
17973,1037,Ball Diamond,sport,Baseball Diamond Field - C,C,WARDEN PARK - Baseball Diamond Field
33986,1039,Playground,,Playground Site,,EASTVIEW PARK - Playground
4533,1039,Splash Pad,,Splash/Spray Pad,,EASTVIEW PARK - Splash Pad
34391,1040,Playground,,Playground Site,,CENTENNIAL PARK - SCARBOROUGH - Playground
22348,1041,Bike Trail,,Bike Trail,,EAST DON RIVER TRAIL ( 61)
22349,1041,Bike Trail,,Bike Trail,,EAST DON RIVER TRAIL ( 62)
22350,1041,Bike Trail,,Bike Trail,,EAST DON RIVER TRAIL ( 63)
22351,1041,Bike Trail,,Bike Trail,,EAST DON RIVER TRAIL ( 64)
22352,1041,Bike Trail,,Bike Trail,,EAST DON RIVER TRAIL ( 65)
22353,1041,Bike Trail,,Bike Trail,,EAST DON RIVER TRAIL ( 66)
22354,1041,Bike Trail,,Bike Trail,,EAST DON RIVER TRAIL ( 67)
33879,1043,Playground,,Playground Site,,BENNER PARK - Playground
2125,1044,Drinking Fountain,,Drinking Fountain,,ALAMOSA PARK - Drinking Fountain
2875,1044,Outdoor Tennis Court,,Outdoor Tennis Court,,ALAMOSA PARK - Outdoor Tennis Court (  1)
2876,1044,Outdoor Tennis Court,,Outdoor Tennis Court,,ALAMOSA PARK - Outdoor Tennis Court (  2)
2877,1044,Outdoor Tennis Court,,Outdoor Tennis Court,,ALAMOSA PARK - Outdoor Tennis Court (  3)
46045,1044,Playground,,Playground Site,,ALAMOSA PARK - Playground
29771,1045,Kitchen,room,Kitchen,,BARBARA FRUM COMMUNITY CENTRE - Kitchen
48122,1045,Multipurpose Room,room,Room - A,A,BARBARA FRUM COMMUNITY CENTRE - Multipurpose Room
2475,1046,Drinking Fountain,,Drinking Fountain,,BEN NOBLEMAN PARKETTE - Drinking Fountain
33878,1046,Playground,,Playground Site,,BEN NOBLEMAN PARKETTE - Playground
34359,1049,Playground,,Playground Site,,BRIDLETOWNE PARK - Playground
17690,1049,Sport Field,sport,Soccer Field - C,C,BRIDLETOWNE PARK - Soccer Field
24232,1049,Bike Trail,,Bike Trail,,WEST HIGHLAND CREEK TRAIL ( 30)
24233,1049,Bike Trail,,Bike Trail,,WEST HIGHLAND CREEK TRAIL ( 31)
24234,1049,Bike Trail,,Bike Trail,,WEST HIGHLAND CREEK TRAIL ( 32)
2447,1051,Drinking Fountain,,Drinking Fountain,,BYNG PARK - Drinking Fountain
3464,1051,Outdoor Bocce Court,,Outdoor Bocce Court,,BYNG PARK - Outdoor Bocce Court (  1)
3465,1051,Outdoor Bocce Court,,Outdoor Bocce Court,,BYNG PARK - Outdoor Bocce Court (  2)
3466,1051,Outdoor Bocce Court,,Outdoor Bocce Court,,BYNG PARK - Outdoor Bocce Court (  3)
32231,1051,Parking Lot,,Outdoor Parking Lot,,BYNG PARK - Parking Lot
34374,1051,Playground,,Playground Site,,BYNG PARK - Playground
18016,1051,Sport Field,sport,Soccer Field - C,C,BYNG PARK - Soccer Field (  1)
18017,1051,Sport Field,sport,Soccer Field - C,C,BYNG PARK - Soccer Field (  2)
3463,1053,Outdoor Basketball Court,,Basketball Court,,CAMPBELL AVENUE PLAYGROUND - Basketball Court
2445,1053,Drinking Fountain,,Drinking Fountain,,CAMPBELL AVENUE PLAYGROUND - Drinking Fountain
29194,1053,Firepit,,Firepit,,CAMPBELL AVENUE PLAYGROUND - Firepit
43577,1053,Outdoor Rink,ice,Outdoor Ice Pad,,CAMPBELL AVENUE PLAYGROUND - Outdoor Ice Pad
34375,1053,Playground,,Playground Site,,CAMPBELL AVENUE PLAYGROUND - Playground
18134,1053,Sport Field,sport,Soccer Field - C,C,CAMPBELL AVENUE PLAYGROUND - Soccer Field (  1)
18135,1053,Sport Field,sport,Soccer Field - C,C,CAMPBELL AVENUE PLAYGROUND - Soccer Field (  2)
18136,1053,Sport Field,sport,Soccer Field - C,C,CAMPBELL AVENUE PLAYGROUND - Soccer Field (  3)
4764,1053,Wading Pool,,Wading Pool,,CAMPBELL AVENUE PLAYGROUND - Wading Pool
28885,1053,Changeroom Facility,,Changeroom Building,,CAMPBELL AVENUE PLAYGROUND A.I.R. BUILDING
28885,1053,Washroom Facility,,Washroom Building,,CAMPBELL AVENUE PLAYGROUND A.I.R. BUILDING
48183,1056,Computer/Training Room,room,Room-Computer/Training - C,C,DENNIS R. TIMBRELL RESOURCE CENTRE - Computer-Training
40832,1056,Fitness/Weight Room,,Room-Fitness/Weight,,DENNIS R. TIMBRELL RESOURCE CENTRE - Fitness Room
41303,1056,Gymnasium,gym,Gymnasium - B,B,DENNIS R. TIMBRELL RESOURCE CENTRE - Gymnasium
10469,1056,Indoor Pool,pool,Indoor Pool Tank - A,A,DENNIS R. TIMBRELL RESOURCE CENTRE - Indoor Pool Tank
29798,1056,Kitchen,room,Kitchen - B,B,DENNIS R. TIMBRELL RESOURCE CENTRE - Kitchen (  1)
29797,1056,Kitchen,room,Kitchen,,DENNIS R. TIMBRELL RESOURCE CENTRE - Kitchen (  2)
29796,1056,Kitchen,room,Kitchen,,DENNIS R. TIMBRELL RESOURCE CENTRE - Kitchen (  3)
47958,1056,Lounge,room,Room - C,C,DENNIS R. TIMBRELL RESOURCE CENTRE - Lounge
47959,1056,Multipurpose Room,room,Room - C,C,DENNIS R. TIMBRELL RESOURCE CENTRE - Multipurpose Room (  1)
47960,1056,Multipurpose Room,room,Room - C,C,DENNIS R. TIMBRELL RESOURCE CENTRE - Multipurpose Room (  2)
47961,1056,Multipurpose Room,room,Room - C,C,DENNIS R. TIMBRELL RESOURCE CENTRE - Multipurpose Room (  3)
48184,1056,Multipurpose Room,room,Room - C,C,DENNIS R. TIMBRELL RESOURCE CENTRE - Multipurpose Room (  4)
47962,1056,Preschool,room,Preschool - C,C,DENNIS R. TIMBRELL RESOURCE CENTRE - Preschool
40833,1056,Fitness/Weight Room,,Room-Fitness/Weight,,DENNIS R. TIMBRELL RESOURCE CENTRE - Weight Room
29356,1057,Clubhouse,,Clubhouse,,DENTONIA DROP IN CENTRE
17732,1057,Ball Diamond,sport,Baseball Diamond Field - A,A,DENTONIA PARK - Baseball Diamond Field
3357,1057,Outdoor Basketball Court,,Basketball Court,,DENTONIA PARK - Basketball Court
17733,1057,Cricket Pitch Field,sport,Cricket Pitch Field - C,C,DENTONIA PARK - Cricket Pitch Field
2364,1057,Drinking Fountain,,Drinking Fountain,,DENTONIA PARK - Drinking Fountain
17734,1057,Multipurpose Field,,Multipurpose Field - C,C,DENTONIA PARK - Multipurpose Field
42594,1057,Outdoor Chess Table,,Outdoor Chess Table,,DENTONIA PARK - Outdoor Chess Table (  1)
42593,1057,Outdoor Chess Table,,Outdoor Chess Table,,DENTONIA PARK - Outdoor Chess Table (  2)
58231,1057,Outdoor Table Tennis,,Outdoor Table Tennis,,DENTONIA PARK - Outdoor Table Tennis
49586,1057,Picnic Site,picnic,Picnic Site,,DENTONIA PARK - Picnic Site
33999,1057,Playground,,Playground Site,,DENTONIA PARK - Playground
4608,1057,Splash Pad,,Splash/Spray Pad,,DENTONIA PARK - Splash/Spray Pad
17737,1058,Ball Diamond,sport,Baseball Diamond Field - C,C,DON RUSSELL MEMORIAL PARK - Baseball Diamond Field
2823,1058,Dogs Off-Leash Area,,Off Leash Area,,DON RUSSELL MEMORIAL PARK - Off Leash Area
17739,1058,Outdoor track,,Outdoor Track,,DON RUSSELL MEMORIAL PARK - Outdoor Track
32261,1058,Parking Lot,,Outdoor Parking Lot,,DON RUSSELL MEMORIAL PARK - Parking Lot
34003,1058,Playground,,Playground Site,,DON RUSSELL MEMORIAL PARK - Playground
4599,1058,Wading Pool,,Wading Pool,,DON RUSSELL MEMORIAL PARK - Wading Pool
17338,1058,Indoor Rink,ice,Indoor Ice Pad,,MASTERCARD CENTRE FOR HOCKEY EXCELLENCE - Indoor Ice Pad (  1)
44352,1058,Indoor Rink,ice,Indoor Ice Pad,,MASTERCARD CENTRE FOR HOCKEY EXCELLENCE - Indoor Ice Pad (  2)
44353,1058,Indoor Rink,ice,Indoor Ice Pad,,MASTERCARD CENTRE FOR HOCKEY EXCELLENCE - Indoor Ice Pad (  3)
44354,1058,Indoor Rink,ice,Indoor Ice Pad,,MASTERCARD CENTRE FOR HOCKEY EXCELLENCE - Indoor Ice Pad (  4)
11080,1061,Archery Range,,Archery Range,,E.T. SETON PARK - Archery Range
2350,1061,Drinking Fountain,,Drinking Fountain,,E.T. SETON PARK - Drinking Fountain
36742,1061,Frisbee Golf,,Frisbee Golf,,E.T. SETON PARK - Frisbee Golf
57325,1061,Pond,,Open Water,,E.T. SETON PARK - Open Water ( 1)
57326,1061,Pond,,Open Water,,E.T. SETON PARK - Open Water ( 2)
57327,1061,Pond,,Open Water,,E.T. SETON PARK - Open Water ( 3)
57328,1061,Pond,,Open Water,,E.T. SETON PARK - Open Water ( 4)
57329,1061,Pond,,Open Water,,E.T. SETON PARK - Open Water ( 5)
57330,1061,Pond,,Open Water,,E.T. SETON PARK - Open Water ( 6)
32275,1061,Parking Lot,,Outdoor Parking Lot,,E.T. SETON PARK - Parking Lot (  1)
32274,1061,Parking Lot,,Outdoor Parking Lot,,E.T. SETON PARK - Parking Lot (  2)
32273,1061,Parking Lot,,Outdoor Parking Lot,,E.T. SETON PARK - Parking Lot (  3)
32271,1061,Parking Lot,,Outdoor Parking Lot,,E.T. SETON PARK - Parking Lot (  4)
32270,1061,Parking Lot,,Outdoor Parking Lot,,E.T. SETON PARK - Parking Lot (  5)
32272,1061,Parking Lot,,Outdoor Parking Lot,,E.T. SETON PARK - Parking Lot (  6)
46482,1061,Picnic Shelter,picnic,Shelter,,E.T. SETON PARK - Picnic Shelter
49562,1061,Picnic Site,picnic,Picnic Site,,E.T. SETON PARK - Picnic Site (  1)
49563,1061,Picnic Site,picnic,Picnic Site,,E.T. SETON PARK - Picnic Site (  2)
28295,1061,Picnic Site,picnic,Picnic Site,,E.T. SETON PARK - Picnic Site (  3)
49564,1061,Picnic Site,picnic,Picnic Site,,E.T. SETON PARK - Picnic Site (  4)
29384,1061,Washroom Facility,,Washroom Building,,E.T. SETON PARK - Washroom Building
23197,1061,Bike Trail,,Bike Trail,,LOWER DON RIVER TRAIL (  1)
23208,1061,Bike Trail,,Bike Trail,,LOWER DON RIVER TRAIL (  2)
23925,1061,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL (  1)
23936,1061,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL (  2)
24083,1061,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL (  1)
24094,1061,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL (  2)
24105,1061,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL (  3)
24116,1061,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL (  4)
24127,1061,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL (  5)
24138,1061,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL (  6)
24143,1061,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL (  7)
24144,1061,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL (  8)
24145,1061,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL (  9)
24084,1061,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL ( 10)
24085,1061,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL ( 11)
24086,1061,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL ( 12)
24087,1061,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL ( 13)
24088,1061,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL ( 14)
24089,1061,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL ( 15)
24090,1061,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL ( 16)
24092,1061,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL ( 18)
24093,1061,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL ( 19)
24095,1061,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL ( 20)
24096,1061,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL ( 21)
24097,1061,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL ( 22)
24098,1061,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL ( 23)
24099,1061,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL ( 24)
24100,1061,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL ( 25)
24101,1061,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL ( 26)
24102,1061,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL ( 27)
24103,1061,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL ( 28)
24104,1061,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL ( 29)
24106,1061,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL ( 30)
24107,1061,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL ( 31)
24108,1061,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL ( 32)
49009,1063,Computer/Training Room,room,Room-Computer/Training - C,C,FALSTAFF COMMUNITY CENTRE - Computer/Training Room
49008,1063,Craft Room,room,Room-Craft - C,C,FALSTAFF COMMUNITY CENTRE - Craft Room
49007,1063,Games Room,room,Games Room - C,C,FALSTAFF COMMUNITY CENTRE - Games Room
41331,1063,Gymnasium,gym,Gymnasium - B,B,FALSTAFF COMMUNITY CENTRE - Gymnasium
29828,1063,Kitchen,room,Kitchen - C,C,FALSTAFF COMMUNITY CENTRE - Kitchen
49004,1063,Multipurpose Room,room,Room - C,C,FALSTAFF COMMUNITY CENTRE - Multipurpose Room (  1)
49005,1063,Multipurpose Room,room,Room - B,B,FALSTAFF COMMUNITY CENTRE - Multipurpose Room (  2)
40843,1063,Fitness/Weight Room,,Room-Fitness/Weight,,FALSTAFF COMMUNITY CENTRE - Weight Room
41332,1064,Gymnasium,gym,Gymnasium,,FOREST VALLEY OUTDOOR EDUCATION CENTRE - Gymnasium
45542,1065,Dogs Off-Leash Area,,Off Leash Area,,FRANK FAUBERT WOOD LOT - Off Leash Area
14276,1068,Outdoor Tennis Court,,Outdoor Tennis Court,,GIOVANNI CABOTO - Outdoor Ice Pad (  1)
14276,1068,Outdoor Rink,ice,Outdoor Ice Pad,,GIOVANNI CABOTO - Outdoor Ice Pad (  1)
43583,1068,Outdoor Rink,ice,Outdoor Ice Pad,,GIOVANNI CABOTO - Outdoor Ice Pad (  2)
4546,1068,Outdoor Pool,pool,Outdoor Pool Tank - A,A,GIOVANNI CABOTO - Outdoor Pool Tank
3336,1068,Outdoor Tennis Court,,Outdoor Tennis Court,,GIOVANNI CABOTO - Outdoor Tennis Court
2300,1069,Drinking Fountain,,Drinking Fountain,,GLEN CEDAR PARK - Drinking Fountain
34441,1069,Playground,,Playground Site,,GLEN CEDAR PARK - Playground
34459,1071,Playground,,Playground Site,,GRATTAN PARK - Playground
2236,1073,Drinking Fountain,,Drinking Fountain,,HUMBER BAY PARK EAST - Drinking Fountain (  1)
2237,1073,Drinking Fountain,,Drinking Fountain,,HUMBER BAY PARK EAST - Drinking Fountain (  2)
29533,1073,Fieldhouse,,Fieldhouse,,HUMBER BAY PARK EAST - Fieldhouse
57351,1073,Pond,,Open Water,,HUMBER BAY PARK EAST - Open Water ( 1)
57352,1073,Pond,,Open Water,,HUMBER BAY PARK EAST - Open Water ( 2)
32355,1073,Parking Lot,,Outdoor Parking Lot,,HUMBER BAY PARK EAST - Parking Lot
4277,1073,Picnic Site,picnic,Picnic Site,,HUMBER BAY PARK EAST - Picnic Site
29534,1073,Washroom Facility,,Washroom Building,,HUMBER BAY PARK EAST - Washroom Building
22839,1073,Bike Trail,,Bike Trail,,HUMBER BAY PARK EAST TRAIL (  4)
22841,1073,Bike Trail,,Bike Trail,,HUMBER BAY PARK EAST TRAIL (  6)
22842,1073,Bike Trail,,Bike Trail,,HUMBER BAY PARK EAST TRAIL (  7)
22843,1073,Bike Trail,,Bike Trail,,HUMBER BAY PARK EAST TRAIL (  8)
22844,1073,Bike Trail,,Bike Trail,,HUMBER BAY PARK EAST TRAIL (  9)
22827,1073,Bike Trail,,Bike Trail,,HUMBER BAY PARK EAST TRAIL ( 10)
22829,1073,Bike Trail,,Bike Trail,,HUMBER BAY PARK EAST TRAIL ( 12)
22831,1073,Bike Trail,,Bike Trail,,HUMBER BAY PARK EAST TRAIL ( 14)
22832,1073,Bike Trail,,Bike Trail,,HUMBER BAY PARK EAST TRAIL ( 15)
22833,1073,Bike Trail,,Bike Trail,,HUMBER BAY PARK EAST TRAIL ( 16)
2812,1074,Dogs Off-Leash Area,,Off Leash Area,,HUMBER BAY PARK WEST - Off Leash Area
32360,1074,Parking Lot,,Outdoor Parking Lot,,HUMBER BAY PARK WEST - Parking Lot (  1)
32359,1074,Parking Lot,,Outdoor Parking Lot,,HUMBER BAY PARK WEST - Parking Lot (  2)
32357,1074,Parking Lot,,Outdoor Parking Lot,,HUMBER BAY PARK WEST - Parking Lot (  3)
32356,1074,Parking Lot,,Outdoor Parking Lot,,HUMBER BAY PARK WEST - Parking Lot (  4)
32358,1074,Parking Lot,,Outdoor Parking Lot,,HUMBER BAY PARK WEST - Parking Lot (  5)
36442,1074,Washroom Facility,,Washroom Building,,HUMBER BAY PARK WEST - Washroom and Storage Building
40462,1074,Bike Trail,,Bike Trail,,HUMBER BAY PARK WEST TRAIL (  2)
22847,1074,Bike Trail,,Bike Trail,,HUMBER BAY PARK WEST TRAIL (  3)
22846,1074,Bike Trail,,Bike Trail,,HUMBER BAY PARK WEST TRAIL (  4)
40450,1074,Bike Trail,,Bike Trail,,HUMBER BAY PARK WEST TRAIL (  5)
40449,1074,Bike Trail,,Bike Trail,,HUMBER BAY PARK WEST TRAIL ( 21)
40465,1074,Bike Trail,,Bike Trail,,HUMBER BAY PARK WEST TRAIL ( 23)
48311,1076,Day Care,room, - C,C,JENNER JEAN-MARIE COMMUNITY CENTRE - Day-Care
41374,1076,Gymnasium,gym,Gymnasium - B,B,JENNER JEAN-MARIE COMMUNITY CENTRE - Gymnasium
29855,1076,Kitchen,room,Kitchen - B,B,JENNER JEAN-MARIE COMMUNITY CENTRE - Kitchen
48313,1076,Lounge,room,Room - C,C,JENNER JEAN-MARIE COMMUNITY CENTRE - Lounge
48317,1076,Multipurpose Room,room,Room - C,C,JENNER JEAN-MARIE COMMUNITY CENTRE - Multipurpose Room (  1)
48318,1076,Multipurpose Room,room,Room - C,C,JENNER JEAN-MARIE COMMUNITY CENTRE - Multipurpose Room (  2)
48319,1076,Multipurpose Room,room,Room - C,C,JENNER JEAN-MARIE COMMUNITY CENTRE - Multipurpose Room (  3)
40847,1076,Fitness/Weight Room,,Room-Fitness/Weight,,JENNER JEAN-MARIE COMMUNITY CENTRE - Weight Room
17823,1077,Ball Diamond,sport,Baseball Diamond Field - C,C,KEMPTON HOWARD PARK - Baseball Diamond Field
2206,1077,Drinking Fountain,,Drinking Fountain,,KEMPTON HOWARD PARK - Drinking Fountain
34088,1077,Playground,,Playground Site,,KEMPTON HOWARD PARK - Playground
4215,1077,Wading Pool,,Wading Pool,,KEMPTON HOWARD PARK - Wading Pool
48332,1078,Dance Studio,,Room - A,A,KEN COX COMMUNITY CENTRE - Dance Studio
41386,1078,Gymnasium,gym,Gymnasium - B,B,KEN COX COMMUNITY CENTRE - Gymnasium
48333,1078,Multipurpose Room,room,Room - C,C,KEN COX COMMUNITY CENTRE - Multipurpose Room (  1)
48334,1078,Multipurpose Room,room,Room - A,A,KEN COX COMMUNITY CENTRE - Multipurpose Room (  2)
48335,1078,Multipurpose Room,room,Room - C,C,KEN COX COMMUNITY CENTRE - Multipurpose Room (  3)
48336,1078,Multipurpose Room,room,Room - C,C,KEN COX COMMUNITY CENTRE - Multipurpose Room (  4)
48337,1078,Multipurpose Room,room,Room - C,C,KEN COX COMMUNITY CENTRE - Multipurpose Room (  5)
48338,1078,Multipurpose Room,room,Room - C,C,KEN COX COMMUNITY CENTRE - Multipurpose Room (  6)
48339,1078,Multipurpose Room,room,Room - A,A,KEN COX COMMUNITY CENTRE - Multipurpose Room (  7)
48340,1078,Multipurpose Room,room,Room - Premier,P,KEN COX COMMUNITY CENTRE - Multipurpose Room (  8)
18204,1079,Ball Diamond,sport,Baseball Diamond Field - Premier,P,EAST POINT PARK - Baseball Diamond Field (  1)
18205,1079,Ball Diamond,sport,Baseball Diamond Field - Premier,P,EAST POINT PARK - Baseball Diamond Field (  2)
18206,1079,Ball Diamond,sport,Baseball Diamond Field - Premier,P,EAST POINT PARK - Baseball Diamond Field (  3)
18207,1079,Ball Diamond,sport,Baseball Diamond Field - Premier,P,EAST POINT PARK - Baseball Diamond Field (  4)
2342,1079,Drinking Fountain,,Drinking Fountain,,EAST POINT PARK - Drinking Fountain (  1)
18673,1079,Drinking Fountain,,Drinking Fountain,,EAST POINT PARK - Drinking Fountain (  2)
57332,1079,Pond,,Open Water,,EAST POINT PARK - Open Water
32287,1079,Parking Lot,,Outdoor Parking Lot,,EAST POINT PARK - Parking Lot (  1)
